ACCOUNT_NUM;FLG_202201;FLG_202202;FLG_202203;FLG_202204;FLG_202205;FLG_202206
19410;0;0;0;1;1;1
14320;1;1;1;1;1;1
825;1;1;1;1;1;1
22780;1;1;1;1;1;1
7072;0;0;0;0;1;1
10146;1;1;1;1;1;1
3069;1;1;1;1;1;1
20826;1;1;1;1;1;1
8753;1;1;1;1;1;1
10065;0;0;0;0;0;1
9580;1;1;1;1;1;1
6122;1;1;1;1;1;1
1651;1;1;1;1;1;1
5401;1;1;1;1;1;1
15083;1;1;1;1;1;1
710;1;1;1;1;1;1
15210;1;1;1;1;1;1
787;1;0;0;0;0;0
19470;0;0;1;1;1;1
6947;0;0;0;0;1;1
1414;1;1;1;1;1;1
12726;1;1;1;1;1;1
13048;0;0;0;0;0;1
21008;1;1;1;1;1;1
8869;1;1;1;1;1;1
19380;1;1;1;1;1;1
6580;1;1;1;1;1;1
16268;1;1;1;1;1;1
23299;1;1;1;1;1;1
4243;0;0;0;0;0;1
5436;1;1;1;1;1;0
14729;1;1;1;1;1;1
16586;1;1;1;1;1;1
11371;1;1;1;1;1;1
14206;0;0;0;1;1;1
19127;1;1;1;1;1;1
7846;0;0;0;1;1;1
11347;1;1;1;1;1;1
17515;1;1;1;1;1;1
6017;1;1;1;1;1;1
22390;1;1;1;1;1;1
3484;0;0;0;1;1;1
19305;1;1;1;1;1;1
15830;0;0;0;0;0;1
19704;1;1;1;1;1;1
1449;1;1;1;1;1;1
21431;1;1;1;1;1;1
1937;1;1;1;1;1;1
12610;1;1;1;1;1;1
20427;1;1;0;1;0;1
20494;1;0;0;0;0;0
12173;1;1;1;1;1;1
14621;0;0;0;0;0;1
2798;1;1;1;1;1;1
