FLG_202201;FLG_202202;FLG_202203;FLG_202204;FLG_202205;FLG_202206;DEEP_CHANNELS_202201;DEEP_CHANNELS_202202;DEEP_CHANNELS_202203;DEEP_CHANNELS_202204;DEEP_CHANNELS_202205;DEEP_CHANNELS_202206;DEEP_CARDS_202201;DEEP_CARDS_202202;DEEP_CARDS_202203;DEEP_CARDS_202204;DEEP_CARDS_202205;DEEP_CARDS_202206;DEEP_CHECKING_202201;DEEP_CHECKING_202202;DEEP_CHECKING_202203;DEEP_CHECKING_202204;DEEP_CHECKING_202205;DEEP_CHECKING_202206;DEEP_BILLS_202201;DEEP_BILLS_202202;DEEP_BILLS_202203;DEEP_BILLS_202204;DEEP_BILLS_202205;DEEP_BILLS_202206;DEEP_CREDIT_202201;DEEP_CREDIT_202202;DEEP_CREDIT_202203;DEEP_CREDIT_202204;DEEP_CREDIT_202205;DEEP_CREDIT_202206;DEEP_INVESTMENTS_202201;DEEP_INVESTMENTS_202202;DEEP_INVESTMENTS_202203;DEEP_INVESTMENTS_202204;DEEP_INVESTMENTS_202205;DEEP_INVESTMENTS_202206;DEEP_PAYMENTS_202201;DEEP_PAYMENTS_202202;DEEP_PAYMENTS_202203;DEEP_PAYMENTS_202204;DEEP_PAYMENTS_202205;DEEP_PAYMENTS_202206;DEEP_PIX_202201;DEEP_PIX_202202;DEEP_PIX_202203;DEEP_PIX_202204;DEEP_PIX_202205;DEEP_PIX_202206;AMP_202201;AMP_202202;AMP_202203;AMP_202204;AMP_202205;AMP_202206;NUM_TRANSACTIONS_202201;NUM_TRANSACTIONS_202202;NUM_TRANSACTIONS_202203;NUM_TRANSACTIONS_202204;NUM_TRANSACTIONS_202205;NUM_TRANSACTIONS_202206
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;6;0;6;42;24;6;18;66;0;0;0;0;0;0;0;0;0;0;0;0;36;54;72;24;24;30;72;66;114;144;108;162;3;4;3;3;4;3;114;174;210;174;156;258
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;60;28;44;44;44;24;0;0;0;0;0;0;0;0;0;0;0;0;16;8;8;16;12;8;112;132;120;88;68;72;3;3;3;4;3;3;188;168;172;152;124;104
1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;2;0;6;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;6;4;12;10;6;10;8;24;4;3;4;3;4;3;20;14;16;16;20;30
1;1;1;1;1;1;0;0;0;0;0;0;4;0;2;2;4;2;0;0;0;0;0;0;6;4;6;8;4;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;8;6;4;0;8;4;16;16;32;16;4;2;4;4;4;3;22;8;32;32;44;20
1;1;1;1;1;1;0;0;0;0;0;0;8;8;8;8;8;8;24;80;128;128;48;72;8;0;8;8;32;24;0;0;0;0;0;0;8;8;0;16;0;8;48;72;8;64;96;40;96;136;200;192;344;160;6;5;5;6;5;6;192;304;352;416;528;312
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;14;22;24;24;42;1;1;1;2;2;2;20;14;22;28;28;46
1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;2;4;4;4;6;4;0;0;0;0;0;0;0;0;2;2;2;2;2;10;14;8;12;16;34;16;72;58;50;62;4;4;5;5;5;5;40;32;94;74;72;86
1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;4;2;2;2;6;2;2;4;0;0;0;2;0;0;0;0;0;0;0;0;4;2;4;2;2;4;12;4;4;0;0;2;40;34;36;32;28;34;5;5;5;5;4;5;60;44;52;40;36;46
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;6;6;10;12;12;14;18;14;18;0;0;0;2;0;0;0;0;0;0;0;0;8;2;10;16;16;10;4;4;20;26;48;42;4;4;4;5;4;4;26;22;46;68;84;80
1;1;1;1;1;1;0;0;0;0;0;0;4;4;4;4;4;4;16;4;8;8;4;8;12;4;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;12;16;12;12;16;24;28;8;16;8;5;5;4;5;4;4;68;56;52;44;36;32
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;16;12;8;12;8;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;16;20;20;20;12;24;16;16;8;3;3;3;3;3;3;60;48;56;40;48;36
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;10;10;12;8;8;8;12;16;12;20;32;40;3;3;3;3;3;3;28;30;30;34;46;54
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;21;7;21;35;0;21;35;0;0;0;0;0;0;0;0;7;0;0;28;0;0;0;0;0;0;7;0;7;14;0;21;0;21;35;77;42;4;2;2;4;2;2;105;14;42;84;91;63
1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;0;0;2;2;2;2;2;2;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;8;6;8;8;6;6;18;16;12;14;28;28;5;5;5;5;4;4;34;30;28;30;40;40
1;1;1;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;16;18;20;16;26;30;4;0;0;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;6;14;16;6;44;48;80;80;106;90;5;2;3;4;4;3;78;66;106;118;154;126
1;1;1;1;1;1;0;0;0;0;0;0;4;0;0;0;0;0;12;8;24;20;4;12;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;8;8;44;52;84;88;60;108;5;4;3;3;3;3;72;76;116;116;72;128
1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;0;0;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;16;14;24;12;26;18;18;32;30;46;78;34;3;3;4;4;3;4;36;48;60;62;106;56
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;8;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;6;4;4;6;8;2;14;20;22;26;28;24;3;2;3;2;3;3;22;24;34;32;38;28
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;14;10;20;14;20;10;20;18;0;0;0;0;0;0;0;0;0;0;0;0;14;14;12;14;8;10;24;20;40;48;64;52;3;4;4;4;4;4;58;50;74;76;106;90
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;16;14;10;10;2;20;74;46;34;6;18;2;3;2;2;3;3;26;92;60;44;18;24
