oid_usuario;oid_conta;num_conta;nom_transacao;NUM_ANO_MES;qtd_transacao
1572542;1479166;1945;Pagamentos;202205;2
5366835;6291771;21148;Pagamentos;202201;2
3716833;1513820;2380;Conta Corrente;202201;14
2737278;2254203;5444;Pagamentos;202206;16
2737278;2254203;5444;Pagamentos;202204;8
6769622;1508814;1830;Pagamentos;202206;8
5366835;6291771;21148;Convênios;202201;2
1497580;2385501;10685;Conta Corrente;202205;6
5088557;1631303;3760;Convênios;202205;12
1502941;6293721;21210;Convênios;202202;2
1589275;1556725;3590;Pagamentos;202206;4
4912500;3545914;13170;Pagamentos;202202;2
5088557;1631303;3760;PIX;202201;12
2311411;4669350;15814;PIX;202205;26
4170503;2650292;11290;PIX;202205;28
4170503;2650292;11290;PIX;202204;56
1466238;4825360;16225;PIX;202202;24
5366835;6291771;21148;PIX;202202;20
1502941;6293721;21210;PIX;202203;60
1502941;6293721;21210;PIX;202205;36
2737278;2254203;5444;PIX;202202;50
2737278;2254203;5444;PIX;202204;68
6753807;1637169;5053;PIX;202206;2
6969598;1736074;5770;PIX;202206;6
4912500;3545914;13170;PIX;202203;32
4351466;1508990;779;PIX;202206;4
1571730;1898368;6904;PIX;202201;8
1502941;6293721;21210;PIX;202206;24
1502941;6293721;21210;PIX;202201;34
1502941;6293721;21210;PIX;202202;76
1502941;6293721;21210;PIX;202204;42
6767430;4149851;14770;PIX;202205;6
6767430;4149851;14770;PIX;202202;2
6767430;4149851;14770;PIX;202201;2
1636269;6464324;21555;PIX;202203;40
1636269;6464324;21555;PIX;202202;10
4912500;3545914;13170;PIX;202204;22
4912500;3545914;13170;PIX;202206;32
4912500;3545914;13170;PIX;202201;38
1549346;1484947;1597;PIX;202203;4
1642915;4724836;15970;PIX;202206;2
5366835;6291771;21148;PIX;202205;8
1572542;1479166;1945;PIX;202201;30
6970386;5073847;16870;PIX;202202;4
2034105;1578261;5355;PIX;202201;16
1749941;1570587;2763;PIX;202206;22
2311411;4669350;15814;PIX;202201;24
6970386;5073847;16870;Pagamentos;202206;10
2737278;2254203;5444;Pagamentos;202203;14
3716833;1513820;2380;Conta Corrente;202203;2
6970386;5073847;16870;Crédito;202204;2
1497580;2385501;10685;Conta Corrente;202203;6
6753807;1637169;5053;Conta Corrente;202205;2
1472402;5619046;18791;Crédito;202201;2
2311411;4669350;15814;Convênios;202202;6
2737278;2254203;5444;Convênios;202204;8
3716833;1513820;2380;Conta Corrente;202202;4
4912500;3545914;13170;Pagamentos;202206;2
1572542;1479166;1945;Conta Corrente;202201;10
4170503;2650292;11290;Pagamentos;202206;8
2737278;2254203;5444;Cartões;202202;2
1466238;4825360;16225;Convênios;202202;2
3716833;1513820;2380;Crédito;202201;2
2737278;2254203;5444;Convênios;202203;10
5366835;6291771;21148;Conta Corrente;202205;2
6970386;5073847;16870;Pagamentos;202201;14
5088557;1631303;3760;Convênios;202201;24
5088557;1631303;3760;Convênios;202203;12
1636269;6464324;21555;Convênios;202205;4
4974618;6064836;20230;Pagamentos;202205;2
1466238;4825360;16225;Cartões;202203;2
4912500;3545914;13170;Conta Corrente;202203;2
6767430;4149851;14770;Pagamentos;202203;4
1466238;4825360;16225;Convênios;202203;4
4912500;3545914;13170;Pagamentos;202203;4
1572542;1479166;1945;Pagamentos;202201;2
6769622;1508814;1830;Pagamentos;202202;8
6769622;1508814;1830;Convênios;202205;4
2311411;4669350;15814;Conta Corrente;202201;2
6769622;1508814;1830;Investimentos;202203;4
5088557;1631303;3760;Convênios;202206;18
4912500;3545914;13170;Investimentos;202201;6
1466238;4825360;16225;Pagamentos;202203;2
1472402;5619046;18791;Pagamentos;202201;2
6970386;5073847;16870;PIX;202201;8
5088557;1631303;3760;PIX;202203;42
5088557;1631303;3760;PIX;202206;54
2311411;4669350;15814;PIX;202202;52
1549346;1484947;1597;PIX;202202;2
4170503;2650292;11290;PIX;202206;52
6769622;1508814;1830;PIX;202206;4
5366835;6291771;21148;PIX;202206;14
2737278;2254203;5444;PIX;202206;64
2737278;2254203;5444;PIX;202205;52
1564203;6521925;22705;PIX;202204;2
6767430;4149851;14770;PIX;202206;2
1636269;6464324;21555;PIX;202204;36
2311411;4669350;15814;PIX;202204;28
2311411;4669350;15814;PIX;202206;12
1642915;4724836;15970;PIX;202205;2
1564203;6521925;22705;PIX;202205;4
1466238;4825360;16225;PIX;202201;12
5986799;3722105;13650;PIX;202205;2
1472402;5619046;18791;PIX;202201;24
4974618;6064836;20230;PIX;202206;60
6769622;1508814;1830;PIX;202204;24
5366835;6291771;21148;PIX;202203;20
3716833;1513820;2380;PIX;202202;2
1466238;4825360;16225;PIX;202206;2
5088557;1631303;3760;PIX;202205;42
2034105;1578261;5355;PIX;202206;12
2737278;2254203;5444;PIX;202201;38
4912500;3545914;13170;Pagamentos;202201;4
5088557;1631303;3760;Pagamentos;202201;102
2034105;1578261;5355;Cartões;202203;4
1636269;6464324;21555;Convênios;202203;4
4912500;3545914;13170;Pagamentos;202205;6
6769622;1508814;1830;Conta Corrente;202205;4
4351466;1508990;779;Pagamentos;202205;2
1572542;1479166;1945;Conta Corrente;202204;6
6767430;4149851;14770;Conta Corrente;202201;2
1502941;6293721;21210;Convênios;202201;2
5366835;6291771;21148;Conta Corrente;202204;2
4974618;6064836;20230;Pagamentos;202203;4
6769622;1508814;1830;Convênios;202204;4
4170503;2650292;11290;Pagamentos;202202;6
6970386;5073847;16870;Pagamentos;202202;16
3716833;1513820;2380;Conta Corrente;202205;4
6769622;1508814;1830;Conta Corrente;202201;4
4974618;6064836;20230;Crédito;202204;2
1466238;4825360;16225;Cartões;202206;2
5366835;6291771;21148;Pagamentos;202204;2
6769622;1508814;1830;Pagamentos;202204;24
5366835;6291771;21148;Pagamentos;202205;2
4974618;6064836;20230;Convênios;202203;2
1636269;6464324;21555;Convênios;202202;2
6769622;1508814;1830;Pagamentos;202201;4
1466238;4825360;16225;Pagamentos;202201;2
6970386;5073847;16870;Pagamentos;202203;8
2737278;2254203;5444;Convênios;202205;2
2737278;2254203;5444;Cartões;202205;2
3716833;1513820;2380;Pagamentos;202203;2
2034105;1578261;5355;PIX;202202;16
6502054;3787739;13889;PIX;202206;32
4974618;6064836;20230;PIX;202204;8
4974618;6064836;20230;PIX;202205;52
5088557;1631303;3760;PIX;202204;36
1549346;1484947;1597;PIX;202201;4
1642915;4724836;15970;PIX;202204;2
4170503;2650292;11290;PIX;202201;50
6769622;1508814;1830;PIX;202205;20
6769622;1508814;1830;PIX;202202;12
5366835;6291771;21148;PIX;202201;34
2451122;1577524;6068;PIX;202206;6
4351466;1508990;779;PIX;202203;2
6767430;4149851;14770;PIX;202204;2
4912500;3545914;13170;PIX;202205;26
1564203;6521925;22705;PIX;202206;4
4351466;1508990;779;PIX;202205;4
1571730;1898368;6904;PIX;202202;4
1571730;1898368;6904;PIX;202205;4
4912500;3545914;13170;PIX;202202;34
1466238;4825360;16225;PIX;202204;42
1466238;4825360;16225;PIX;202205;6
4974618;6064836;20230;PIX;202203;24
4170503;2650292;11290;PIX;202203;26
3716833;1513820;2380;PIX;202205;6
1572542;1479166;1945;PIX;202203;18
1572542;1479166;1945;PIX;202202;22
1572542;1479166;1945;PIX;202205;36
6970386;5073847;16870;PIX;202204;4
2891867;4873034;16039;Pagamentos;202204;168
2245204;5041655;16772;Convênios;202204;4
4797642;5123921;17043;Cartões;202204;2
5330318;4658184;15911;Conta Corrente;202205;24
5330318;4658184;15911;Pagamentos;202203;136
1543568;6229105;20931;Convênios;202203;5
1634137;1541153;248;Cartões;202206;4
6239680;2234058;8400;Convênios;202204;8
1532356;2593155;8958;Convênios;202201;2
6935804;6293429;21067;Pagamentos;202203;8
3989425;1523458;2089;Cartões;202205;2
2674226;2193541;4200;Pagamentos;202203;4
1547132;1629710;6866;Pagamentos;202204;1
3989425;1523458;2089;Cartões;202203;2
1634137;1541153;248;Convênios;202204;8
5330318;4658184;15911;Convênios;202201;8
1504998;6090043;10170;Conta Corrente;202204;1
4556037;6466499;21601;Pagamentos;202205;4
5330318;4658184;15911;Pagamentos;202206;104
5330318;4658184;15911;Pagamentos;202201;72
6693544;6412027;21768;Conta Corrente;202202;4
6908789;3823398;14117;Cartões;202206;4
1548894;5837974;19160;Convênios;202202;4
2614953;1556282;3360;Pagamentos;202202;6
2345937;1558941;4278;Conta Corrente;202206;1
3989425;1523458;2089;Cartões;202201;2
2674226;2193541;4200;Pagamentos;202202;8
2674226;2193541;4200;Pagamentos;202204;4
6908789;3823398;14117;Pagamentos;202203;4
4900143;1551429;4405;Cartões;202206;4
7038919;6181486;20451;Conta Corrente;202201;2
1497548;3817378;14044;Conta Corrente;202203;1
5423677;3766369;13730;Conta Corrente;202205;4
1547132;1629710;6866;Cartões;202204;1
2674226;2193541;4200;Convênios;202202;4
1543568;6229105;20931;Convênios;202202;4
2891867;4873034;16039;Pagamentos;202203;88
2674226;2193541;4200;Pagamentos;202205;4
5330318;4658184;15911;Pagamentos;202202;144
2674226;2193541;4200;Pagamentos;202201;6
1547132;1629710;6866;Convênios;202202;2
6239680;2234058;8400;Convênios;202201;4
4556037;6466499;21601;Cartões;202201;4
6769289;2793263;11924;Pagamentos;202202;6
5141756;1508667;337;Cartões;202206;4
1547360;2538359;10944;Conta Corrente;202201;4
6693544;6412027;21768;Conta Corrente;202201;4
3932873;1554937;4669;Convênios;202204;2
3989425;1523458;2089;Cartões;202202;2
5423677;3766369;13730;Cartões;202204;8
2289399;3397192;12947;Convênios;202202;12
4556037;6466499;21601;Cartões;202202;4
6935804;6293429;21067;Cartões;202204;4
5423677;3766369;13730;Cartões;202205;4
4900143;1551429;4405;Convênios;202204;2
5423677;3766369;13730;Pagamentos;202201;68
1543568;6229105;20931;Convênios;202204;2
2345937;1558941;4278;Convênios;202206;2
6908789;3823398;14117;Convênios;202201;4
7038919;6181486;20451;Conta Corrente;202203;4
1547132;1629710;6866;Convênios;202206;3
6972927;1554755;965;Cartões;202202;2
6769289;2793263;11924;Pagamentos;202205;2
4797642;5123921;17043;Convênios;202206;2
1547132;1629710;6866;Cartões;202206;1
1573196;1515689;1180;Crédito;202205;2
1547132;1629710;6866;Cartões;202201;1
3932873;1554937;4669;Cartões;202205;2
1547360;2538359;10944;PIX;202206;16
1547360;2538359;10944;PIX;202203;12
1513245;1505001;1775;PIX;202205;2
5330318;4658184;15911;PIX;202206;136
1548894;5837974;19160;PIX;202205;20
1548894;5837974;19160;PIX;202204;56
1548894;5837974;19160;PIX;202201;32
6908789;3823398;14117;PIX;202206;100
3884248;6419938;22047;PIX;202202;2
1634137;1541153;248;PIX;202206;392
2345937;1558941;4278;PIX;202206;14
2674226;2193541;4200;PIX;202201;4
1497548;3817378;14044;PIX;202205;10
6769289;2793263;11924;PIX;202203;22
6769289;2793263;11924;PIX;202205;10
6693544;6412027;21768;PIX;202206;82
2674226;2193541;4200;PIX;202203;8
4900143;1551429;4405;PIX;202202;2
4797642;5123921;17043;PIX;202202;8
6239680;2234058;8400;PIX;202201;80
1543568;6229105;20931;PIX;202206;45
5423677;3766369;13730;PIX;202206;60
3995999;2285846;9741;PIX;202204;1
3554938;6434959;17884;PIX;202206;10
3554938;6434959;17884;PIX;202204;6
1548894;5837974;19160;PIX;202202;72
1548894;5837974;19160;PIX;202203;56
1532356;2593155;8958;PIX;202201;10
1532356;2593155;8958;PIX;202204;2
4900143;1551429;4405;PIX;202206;14
4900143;1551429;4405;PIX;202203;4
4556037;6466499;21601;PIX;202205;112
6972927;1554755;965;PIX;202201;26
5423677;3766369;13730;PIX;202205;144
1551686;1564740;4707;PIX;202204;26
6908789;3823398;14117;PIX;202201;156
1547132;1629710;6866;PIX;202205;5
6693544;6412027;21768;PIX;202205;64
1504998;6090043;10170;PIX;202205;5
1504998;6090043;10170;PIX;202203;2
4556037;6466499;21601;PIX;202202;148
1513245;1505001;1775;PIX;202203;2
1497425;1578882;6530;PIX;202201;34
2289399;3397192;12947;PIX;202203;112
6908789;3823398;14117;PIX;202202;116
1547132;1629710;6866;PIX;202202;14
3956446;1578612;5916;Pagamentos;202203;2
6637551;1939607;8451;Convênios;202202;2
6918040;5730863;19127;Convênios;202202;2
1572909;1650135;1112;Convênios;202202;4
1970546;6421919;17663;Convênios;202206;8
6115231;6314419;20850;Pagamentos;202206;4
6918040;5730863;19127;Convênios;202204;1
1970546;6421919;17663;Pagamentos;202206;20
1657027;5610185;18732;Pagamentos;202203;4
6637551;1939607;8451;Pagamentos;202206;4
6920353;6551317;22870;Pagamentos;202203;4
6793981;6133554;20605;Conta Corrente;202203;2
5976550;1740246;3816;Convênios;202201;1
7073120;6125887;20494;Pagamentos;202201;9
6581864;2258303;5754;Conta Corrente;202202;12
1657027;5610185;18732;Pagamentos;202206;4
3956446;1578612;5916;Pagamentos;202202;4
1970546;6421919;17663;Investimentos;202205;16
1754457;5181688;17191;Conta Corrente;202206;8
1754457;5181688;17191;Conta Corrente;202201;4
6572943;1502549;1040;Convênios;202203;2
6572943;1502549;1040;Conta Corrente;202205;8
6637551;1939607;8451;Convênios;202203;4
2315949;5474553;18252;Pagamentos;202202;4
5489216;1721270;7854;Convênios;202206;2
1490957;1543647;2194;Convênios;202202;4
3956446;1578612;5916;Pagamentos;202206;4
2315949;5474553;18252;Pagamentos;202206;2
6572943;1502549;1040;Conta Corrente;202206;4
5821851;1864689;8834;Pagamentos;202204;6
6572943;1502549;1040;Pagamentos;202201;4
1490957;1543647;2194;Convênios;202204;4
5976550;1740246;3816;Cartões;202203;1
6572943;1502549;1040;Convênios;202202;1
1970546;6421919;17663;Conta Corrente;202204;4
1734029;1482126;256;Convênios;202206;2
1970546;6421919;17663;PIX;202205;108
1754457;5181688;17191;PIX;202201;20
1734029;1482126;256;PIX;202203;32
1734029;1482126;256;PIX;202202;20
5489216;1721270;7854;PIX;202206;26
6920353;6551317;22870;PIX;202201;12
2315949;5474553;18252;PIX;202203;6
1535158;2381185;10391;PIX;202204;2
6115231;6314419;20850;PIX;202203;120
1970546;6421919;17663;PIX;202202;28
6572943;1502549;1040;PIX;202205;51
6572943;1502549;1040;PIX;202201;39
6637551;1939607;8451;PIX;202203;44
3956446;1578612;5916;PIX;202202;56
1572909;1650135;1112;PIX;202203;4
6581864;2258303;5754;PIX;202206;138
1572909;1650135;1112;PIX;202205;36
7073120;6125887;20494;PIX;202201;18
5821851;1864689;8834;PIX;202204;78
1490957;1543647;2194;PIX;202205;44
1888824;3087756;12564;PIX;202202;2
1888824;3087756;12564;PIX;202201;12
6581864;2258303;5754;PIX;202205;192
1498215;1701402;4723;PIX;202204;8
1490957;1543647;2194;PIX;202203;28
6793981;6133554;20605;PIX;202203;12
1469390;4873034;16039;PIX;202204;4
6581864;2258303;5754;PIX;202203;72
1572909;1650135;1112;PIX;202204;26
2446446;6066370;19550;PIX;202204;2
3932873;1554937;4669;Convênios;202205;2
5330318;4658184;15911;Pagamentos;202205;80
1547132;1629710;6866;Convênios;202204;4
4556037;6466499;21601;Pagamentos;202203;4
1547132;1629710;6866;Convênios;202205;2
2245204;5041655;16772;Pagamentos;202201;2
1634137;1541153;248;Convênios;202202;4
4556037;6466499;21601;Convênios;202204;4
2289399;3397192;12947;Conta Corrente;202206;4
6239680;2234058;8400;Convênios;202206;8
6908789;3823398;14117;Conta Corrente;202206;4
5423677;3766369;13730;Pagamentos;202205;4
4556037;6466499;21601;Pagamentos;202201;4
3932873;1554937;4669;Convênios;202201;4
5141756;1508667;337;Cartões;202205;4
5423677;3766369;13730;Pagamentos;202204;4
1634137;1541153;248;Convênios;202205;4
1548894;5837974;19160;Pagamentos;202202;32
3554938;6434959;17884;Cartões;202203;2
6972927;1554755;965;Convênios;202202;2
1547132;1629710;6866;Pagamentos;202201;1
2891867;4873034;16039;Pagamentos;202205;32
3932873;1554937;4669;Convênios;202202;2
1543568;6229105;20931;Convênios;202201;1
1543568;6229105;20931;Pagamentos;202201;2
2345937;1558941;4278;Convênios;202205;2
6239680;2234058;8400;Convênios;202202;8
6769289;2793263;11924;Pagamentos;202206;2
1493529;5662807;18864;Pagamentos;202202;2
7038919;6181486;20451;Conta Corrente;202206;2
1573196;1515689;1180;Pagamentos;202205;2
1547360;2538359;10944;Conta Corrente;202204;4
6935804;6293429;21067;Cartões;202206;4
1547360;2538359;10944;Conta Corrente;202202;4
6908789;3823398;14117;Convênios;202203;4
2674226;2193541;4200;Conta Corrente;202201;2
6908789;3823398;14117;Conta Corrente;202202;4
5330318;4658184;15911;Conta Corrente;202201;32
6908789;3823398;14117;Convênios;202204;4
4797642;5123921;17043;Pagamentos;202203;2
3884248;6419938;22047;Crédito;202203;2
6935804;6293429;21067;Cartões;202205;4
4797642;5123921;17043;Pagamentos;202202;2
4556037;6466499;21601;Pagamentos;202202;8
2674226;2193541;4200;Convênios;202201;4
1548894;5837974;19160;Pagamentos;202203;12
5423677;3766369;13730;Cartões;202201;8
6972927;1554755;965;Pagamentos;202201;4
7038919;6181486;20451;Conta Corrente;202205;4
1547132;1629710;6866;Pagamentos;202203;3
1548894;5837974;19160;Cartões;202202;4
1548894;5837974;19160;Pagamentos;202204;16
2674226;2193541;4200;Convênios;202203;4
1504998;6090043;10170;Crédito;202203;1
5423677;3766369;13730;Cartões;202206;8
5330318;4658184;15911;Conta Corrente;202202;40
1634137;1541153;248;Conta Corrente;202204;4
3989425;1523458;2089;Cartões;202204;2
1504998;6090043;10170;Crédito;202201;1
1634137;1541153;248;Cartões;202204;4
6239680;2234058;8400;Pagamentos;202201;8
4556037;6466499;21601;Cartões;202203;4
1634137;1541153;248;Pagamentos;202205;4
4797642;5123921;17043;Conta Corrente;202206;2
2614953;1556282;3360;PIX;202202;3
5141756;1508667;337;PIX;202202;84
5141756;1508667;337;PIX;202203;112
3932873;1554937;4669;PIX;202206;10
6935804;6293429;21067;PIX;202205;40
3995999;2285846;9741;PIX;202206;3
3995999;2285846;9741;PIX;202203;2
1547360;2538359;10944;PIX;202205;6
4556037;6466499;21601;PIX;202206;40
5330318;4658184;15911;PIX;202204;128
6036847;1968509;8907;PIX;202206;14
3554938;6434959;17884;PIX;202201;12
1513245;1505001;1775;PIX;202201;2
3884248;6419938;22047;PIX;202201;2
4900143;1551429;4405;PIX;202201;2
1634137;1541153;248;PIX;202205;508
6769289;2793263;11924;PIX;202206;34
3220524;1690261;7315;PIX;202202;8
3554938;6434959;17884;PIX;202203;2
2614953;1556282;3360;PIX;202206;3
1547360;2538359;10944;PIX;202202;20
1547360;2538359;10944;PIX;202204;20
3554938;6434959;17884;PIX;202205;10
5330318;4658184;15911;PIX;202201;104
5330318;4658184;15911;PIX;202205;96
1497425;1578882;6530;PIX;202205;24
6769289;2793263;11924;PIX;202204;28
1543568;6229105;20931;PIX;202201;18
4797642;5123921;17043;PIX;202201;2
4797642;5123921;17043;PIX;202203;24
1547132;1629710;6866;PIX;202204;11
4797642;5123921;17043;PIX;202206;30
6239680;2234058;8400;PIX;202203;44
1543568;6229105;20931;PIX;202205;36
1543568;6229105;20931;PIX;202203;29
6239680;2234058;8400;PIX;202204;40
1504998;6090043;10170;PIX;202206;8
2674226;2193541;4200;PIX;202204;14
1497548;3817378;14044;PIX;202204;7
1493529;5662807;18864;PIX;202204;2
3884248;6419938;22047;PIX;202206;32
4797642;5123921;17043;PIX;202204;34
1543568;6229105;20931;PIX;202202;24
1634137;1541153;248;PIX;202204;516
2245204;5041655;16772;PIX;202203;20
2245204;5041655;16772;PIX;202201;68
4556037;6466499;21601;PIX;202204;120
1513245;1505001;1775;PIX;202206;2
6972927;1554755;965;PIX;202202;36
6036847;1968509;8907;PIX;202202;10
2289399;3397192;12947;PIX;202205;192
3884248;6419938;22047;PIX;202203;4
6908789;3823398;14117;PIX;202203;128
4797642;5123921;17043;PIX;202205;20
6239680;2234058;8400;PIX;202206;112
1551686;1564740;4707;PIX;202205;6
2289399;3397192;12947;Pagamentos;202206;20
6693544;6412027;21768;Conta Corrente;202206;26
2289399;3397192;12947;Pagamentos;202202;16
3554938;6434959;17884;Crédito;202201;4
1712729;1921628;8702;Cartões;202202;4
5423677;3766369;13730;Convênios;202201;4
1634137;1541153;248;Conta Corrente;202205;4
6935804;6293429;21067;Conta Corrente;202204;8
5330318;4658184;15911;Conta Corrente;202206;24
1548894;5837974;19160;Conta Corrente;202202;4
1634137;1541153;248;Cartões;202205;4
6693544;6412027;21768;Conta Corrente;202204;22
1547132;1629710;6866;Convênios;202201;5
2245204;5041655;16772;Pagamentos;202202;18
2674226;2193541;4200;Convênios;202205;4
5330318;4658184;15911;Pagamentos;202204;72
2345937;1558941;4278;Pagamentos;202205;1
4797642;5123921;17043;Conta Corrente;202204;2
1493529;5662807;18864;Pagamentos;202201;1
6239680;2234058;8400;Pagamentos;202203;8
2245204;5041655;16772;Convênios;202201;4
1504998;6090043;10170;Crédito;202206;1
1547132;1629710;6866;Convênios;202203;1
2674226;2193541;4200;Pagamentos;202206;4
1504998;6090043;10170;Convênios;202201;2
4900143;1551429;4405;Pagamentos;202204;2
1573196;1515689;1180;Pagamentos;202203;2
1634137;1541153;248;Conta Corrente;202203;4
5330318;4658184;15911;Conta Corrente;202203;8
5330318;4658184;15911;Convênios;202204;16
2289399;3397192;12947;Pagamentos;202205;24
6239680;2234058;8400;Convênios;202205;4
3554938;6434959;17884;Cartões;202204;2
1547132;1629710;6866;Pagamentos;202205;1
5423677;3766369;13730;Conta Corrente;202204;4
1634137;1541153;248;Convênios;202203;4
3932873;1554937;4669;Cartões;202202;2
3932873;1554937;4669;Cartões;202201;2
3932873;1554937;4669;Cartões;202204;2
2289399;3397192;12947;Conta Corrente;202203;4
2674226;2193541;4200;Convênios;202206;4
1634137;1541153;248;Cartões;202201;4
2245204;5041655;16772;Convênios;202203;6
2289399;3397192;12947;Pagamentos;202203;20
1497548;3817378;14044;Investimentos;202206;2
6239680;2234058;8400;Pagamentos;202202;8
5330318;4658184;15911;Investimentos;202201;8
6908789;3823398;14117;Cartões;202202;4
5330318;4658184;15911;Convênios;202203;8
3989425;1523458;2089;Cartões;202206;2
1493529;5662807;18864;PIX;202203;1
4900143;1551429;4405;PIX;202205;68
6908789;3823398;14117;PIX;202205;116
1547132;1629710;6866;PIX;202203;6
5423677;3766369;13730;PIX;202201;172
1551686;1564740;4707;PIX;202203;6
1573196;1515689;1180;PIX;202205;20
2614953;1556282;3360;PIX;202204;6
3932873;1554937;4669;PIX;202201;20
3995999;2285846;9741;PIX;202202;3
3995999;2285846;9741;PIX;202201;2
3989425;1523458;2089;PIX;202201;8
5141756;1508667;337;PIX;202206;42
3989425;1523458;2089;PIX;202205;2
3932873;1554937;4669;PIX;202203;8
3932873;1554937;4669;PIX;202205;16
3932873;1554937;4669;PIX;202204;10
1547360;2538359;10944;PIX;202201;16
2891867;4873034;16039;PIX;202204;8
6036847;1968509;8907;PIX;202203;6
6036847;1968509;8907;PIX;202205;8
1497425;1578882;6530;PIX;202203;32
6036847;1968509;8907;PIX;202204;8
1547132;1629710;6866;PIX;202201;14
2345937;1558941;4278;PIX;202205;9
3884248;6419938;22047;PIX;202205;8
1634137;1541153;248;PIX;202203;456
1634137;1541153;248;PIX;202201;68
1493529;5662807;18864;PIX;202201;2
1573196;1515689;1180;PIX;202206;24
1504998;6090043;10170;PIX;202202;8
2245204;5041655;16772;PIX;202204;44
3884248;6419938;22047;PIX;202204;12
5423677;3766369;13730;PIX;202203;132
5423677;3766369;13730;PIX;202202;120
1493529;5662807;18864;PIX;202206;1
1547132;1629710;6866;PIX;202206;12
1543568;6229105;20931;PIX;202204;23
1551686;1564740;4707;PIX;202201;2
6693544;6412027;21768;PIX;202204;38
2245204;5041655;16772;PIX;202202;62
1497425;1578882;6530;PIX;202204;16
6769289;2793263;11924;PIX;202202;14
1497548;3817378;14044;PIX;202202;22
1497548;3817378;14044;PIX;202203;12
1497548;3817378;14044;PIX;202206;8
1493529;5662807;18864;PIX;202205;2
2674226;2193541;4200;PIX;202205;6
6239680;2234058;8400;PIX;202202;68
5256743;4335439;15016;Convênios;202203;8
4431845;1518301;2569;Pagamentos;202205;8
4000585;6357915;21563;Pagamentos;202201;20
5256743;4335439;15016;Pagamentos;202206;2
5256743;4335439;15016;Cartões;202203;2
5256743;4335439;15016;Conta Corrente;202201;2
5256743;4335439;15016;Convênios;202205;12
1495629;3827486;14036;Pagamentos;202205;6
4687588;1506985;1635;Convênios;202203;8
4687588;1506985;1635;Convênios;202204;4
4431845;1518301;2569;Convênios;202206;2
1468457;6052574;20150;Conta Corrente;202203;2
5256743;4335439;15016;Cartões;202205;4
4355520;4221924;14010;Convênios;202201;2
4687588;1506985;1635;Pagamentos;202204;20
4687588;1506985;1635;Cartões;202204;8
4544015;1481231;795;Cartões;202202;2
1495629;3827486;14036;Pagamentos;202201;4
4355520;4221924;14010;Pagamentos;202201;4
1468457;6052574;20150;Pagamentos;202202;2
5256743;4335439;15016;Cartões;202204;2
6503897;4909766;16420;PIX;202205;2
4000585;6357915;21563;PIX;202203;8
4544015;1481231;795;PIX;202202;22
1468457;6052574;20150;PIX;202204;30
3412911;2384643;10057;PIX;202202;2
6503897;4909766;16420;PIX;202206;2
1700637;3758905;6947;PIX;202205;24
6487841;3269570;12823;PIX;202206;10
4000585;6357915;21563;PIX;202205;8
1495629;3827486;14036;PIX;202206;14
1468457;6052574;20150;PIX;202203;38
6503897;4909766;16420;PIX;202204;2
4687588;1506985;1635;PIX;202202;84
6488497;5406968;18015;PIX;202205;4
2200021;6663463;23337;PIX;202203;22
3412911;2384643;10057;PIX;202203;2
6487841;3269570;12823;PIX;202202;12
4355520;4221924;14010;Pagamentos;202205;6
4687588;1506985;1635;Pagamentos;202206;36
4431845;1518301;2569;Pagamentos;202201;10
4687588;1506985;1635;Convênios;202205;16
1495629;3827486;14036;Pagamentos;202206;4
5256743;4335439;15016;Conta Corrente;202204;2
4687588;1506985;1635;Cartões;202202;4
4687588;1506985;1635;Convênios;202201;4
5256743;4335439;15016;Pagamentos;202205;8
5256743;4335439;15016;Conta Corrente;202205;10
4431845;1518301;2569;Pagamentos;202206;6
5256743;4335439;15016;Pagamentos;202201;4
5256743;4335439;15016;Convênios;202204;2
4000585;6357915;21563;Convênios;202206;4
4687588;1506985;1635;Convênios;202202;4
4431845;1518301;2569;Convênios;202205;4
1700637;3758905;6947;Convênios;202206;2
4355520;4221924;14010;Pagamentos;202204;6
4355520;4221924;14010;Convênios;202205;4
5256743;4335439;15016;Crédito;202203;2
6487841;3269570;12823;Pagamentos;202206;4
4431845;1518301;2569;Convênios;202201;2
4687588;1506985;1635;Pagamentos;202201;24
4431845;1518301;2569;Pagamentos;202202;8
1468457;6052574;20150;Convênios;202202;4
4000585;6357915;21563;Pagamentos;202202;28
4687588;1506985;1635;Convênios;202206;4
1468457;6052574;20150;Convênios;202205;2
2200021;6663463;23337;PIX;202202;46
3412911;2384643;10057;PIX;202205;6
5256743;4335439;15016;PIX;202205;8
2200021;6663463;23337;PIX;202204;30
6845093;6053100;20176;PIX;202201;16
4687588;1506985;1635;PIX;202204;100
1468457;6052574;20150;PIX;202205;22
1468457;6052574;20150;PIX;202201;6
1468457;6052574;20150;PIX;202202;10
3412911;2384643;10057;PIX;202204;4
1507783;6429413;22217;PIX;202203;4
4687588;1506985;1635;PIX;202205;108
6487841;3269570;12823;PIX;202205;8
1495629;3827486;14036;PIX;202201;6
5256743;4335439;15016;PIX;202206;6
6487841;3269570;12823;PIX;202203;2
4544015;1481231;795;PIX;202206;14
4355520;4221924;14010;PIX;202205;88
4355520;4221924;14010;PIX;202201;40
4355520;4221924;14010;PIX;202203;44
2200021;6663463;23337;PIX;202201;30
6929338;2152244;6084;PIX;202201;6
4544015;1481231;795;PIX;202204;26
4000585;6357915;21563;Pagamentos;202206;28
